TABLE AGENCIES,,,,,,,
agency_id,agency_name,agency_type,distribution_channel,,,,
38179,5,10,No,9,Taiwan,48,0.00
38180,5,10,No,40,Germany,30,0.00
38181,5,10,No,13,Singapore,10,0.00
38182,5,10,No,2,Singapore,10,0.00
38183,5,10,No,18,Singapore,10,0.00
38184,5,10,No,33,Philippines,11,0.00
38185,5,10,No,5,Singapore,15,0.00
38186,5,10,No,134,Australia,0,0.00
38187,5,10,No,11,Australia,80,0.00
38188,5,10,No,78,Malaysia,10,0.00
38189,5,10,No,81,Singapore,10,0.00
38190,5,10,No,1,Spain,19,0.00
38191,5,10,No,6,Hong Kong,13,0.00
38192,5,10,No,10,Thailand,21,0.00
38193,5,10,No,4,Singapore,32,0.00
38194,5,10,No,27,Cyprus,31,0.00
38195,5,10,No,100,United States,50,0.00
38196,5,10,No,132,Thailand,16,0.00
38197,5,10,No,53,Thailand,64,0.00
38198,5,10,No,16,Vietnam,16,0.00
38199,5,10,No,3,China,11,0.00
38200,5,10,No,8,Singapore,10,0.00
38201,5,10,No,74,Israel,80,0.00
38202,5,10,No,40,Hong Kong,14,0.00
38203,5,10,No,9,Japan,80,0.00
38204,5,10,No,17,Vietnam,23,0.00
38205,5,10,No,11,Vietnam,15,0.00
38206,5,10,No,9,Malaysia,10,0.00
38207,5,10,No,18,Romania,69,0.00
38208,5,10,No,16,China,0,0.00
38209,5,10,No,13,India,27,0.00
38210,5,10,No,39,Myanmar,10,0.00
38211,5,10,No,16,China,30,0.00
38212,5,10,No,7,Thailand,10,0.00
38213,5,10,No,51,Costa Rica,18,0.00
38214,5,10,No,34,India,10,0.00
38215,5,10,No,55,Malaysia,10,0.00
38216,5,10,No,10,Sri Lanka,21,0.00
38217,5,11,No,20,United States,112,0.00
38218,5,11,No,4,Singapore,20,0.00
38219,5,11,No,7,China,38,0.00
38220,5,11,No,18,Japan,27,0.00
38221,5,11,No,10,Japan,24,0.00
38222,5,11,No,4,Singapore,27,0.00
38223,5,11,No,5,Singapore,20,0.00
38224,5,11,No,16,China,26,0.00
38225,5,11,No,8,Singapore,20,0.00
38226,5,11,No,20,China,41,0.00
38227,5,11,No,18,Singapore,40,0.00
38228,5,11,No,2,Singapore,20,0.00
38229,7,3,No,18,India,31,12.40
38230,7,3,No,5,India,31,12.40
38231,7,3,No,5,India,31,12.40
38232,7,3,No,5,India,31,12.40
38233,7,3,No,18,India,31,12.40
38234,8,3,No,31,Brunei Darussalam,15,6.00
38235,8,3,No,3,Brunei Darussalam,15,6.00
38236,8,3,No,208,Brunei Darussalam,23,9.20
38237,8,3,No,208,Brunei Darussalam,23,9.20
38238,8,3,No,19,Brunei Darussalam,15,6.00
38239,8,3,No,152,Brunei Darussalam,23,9.20
38240,8,3,No,152,Brunei Darussalam,23,9.20
38241,8,3,No,152,Brunei Darussalam,23,9.20
38242,14,22,No,5,Korea,44,28.60
38243,14,16,No,6,Hong Kong,25,16.25
38244,9,12,No,2,Singapore,6,1.66
38245,9,12,No,24,Singapore,1,0.20
38246,9,12,Yes,65,Singapore,5,1.33
38247,3,4,No,18,Thailand,22,7.70
38248,3,4,No,22,Hong Kong,26,9.10
38249,3,4,No,18,China,35,12.25
38250,3,4,No,6,Thailand,22,7.70
38251,3,4,No,9,China,35,12.25
38252,3,4,No,116,Netherlands,61,21.35
38253,3,4,No,99,Indonesia,18,6.30
38254,3,4,No,45,Thailand,22,7.70
38255,3,4,No,48,Thailand,22,7.70
38256,3,4,No,7,Brunei Darussalam,22,7.70
38257,3,4,No,34,Macao,22,7.70
38258,3,4,No,17,Thailand,22,7.70
38259,3,4,No,18,United Kingdom,36,12.60
38260,3,3,No,27,United Kingdom,109,38.15
38261,3,3,No,20,Japan,69,24.15
38262,3,3,No,11,China,36,12.60
38263,3,3,No,26,United States,96,33.60
38264,3,3,No,22,Norway,109,38.15
38265,3,3,No,23,China,45,15.75
38266,3,3,No,41,Korea,45,15.75
38267,3,3,No,9,China,45,15.75
38268,12,1,No,238,Malaysia,29,9.57
38269,12,1,No,78,Thailand,29,9.57
38270,6,7,No,12,Singapore,23,5.75
38271,6,7,No,11,Singapore,24,5.88
38272,6,7,No,157,Singapore,293,73.25
38273,6,7,No,10,Singapore,24,5.88
38274,6,7,No,13,Singapore,17,4.25
38275,6,7,No,32,Singapore,14,3.38
38276,6,7,No,13,Singapore,14,3.38
38277,6,7,No,12,Singapore,14,3.38
38278,6,7,No,5,Singapore,12,2.88
38279,6,7,No,17,Singapore,18,4.50
38280,6,7,No,6,Singapore,17,4.25
38281,6,7,No,3,Singapore,12,2.88
38282,6,7,No,17,Singapore,30,7.38
38283,6,7,No,3,Singapore,12,2.88
38284,6,7,No,78,Singapore,73,18.13
38285,6,7,No,10,Singapore,23,5.75
38286,6,7,No,11,Singapore,36,8.88
38287,6,7,No,20,Singapore,30,7.38
38288,6,7,No,18,Singapore,54,13.38
38289,6,7,No,160,Singapore,41,10.13
38290,6,7,No,5,Singapore,14,3.38
38291,6,7,No,11,Singapore,23,5.75
38292,6,7,No,10,Singapore,24,5.88
38293,6,7,No,17,Singapore,30,7.38
38294,6,7,No,5,Singapore,23,5.75
38295,6,7,No,11,Singapore,24,5.88
38296,6,7,No,3,Singapore,12,2.88
38297,6,7,No,19,Singapore,35,8.63
38298,6,7,No,6,Singapore,14,3.38
38299,6,7,No,12,Singapore,24,5.88
38300,6,7,No,3,Singapore,12,2.88
38301,6,7,No,9,Singapore,36,8.88
38302,6,7,No,34,Singapore,62,15.50
38303,6,7,No,5,Singapore,14,3.38
38304,6,7,No,20,Singapore,54,13.38
38305,6,8,No,5,Singapore,15,3.75
38306,6,8,Yes,52,Singapore,64,15.88
38307,6,8,Yes,43,Singapore,64,15.88
38308,6,8,No,3,Singapore,15,3.75
38309,6,8,No,3,Singapore,15,3.75
38310,6,8,No,32,Singapore,56,13.88
38311,6,8,No,45,Singapore,25,6.25
38312,6,8,No,13,Singapore,42,10.38
38313,6,8,No,41,Singapore,25,6.13
38314,6,8,No,5,Singapore,19,4.63
38315,6,8,No,9,Singapore,34,8.38
38316,6,8,No,3,Singapore,15,3.75
38317,6,8,No,62,Singapore,85,21.13
38318,6,8,No,11,Singapore,34,8.38
38319,6,8,No,4,Singapore,24,6.01
38320,6,8,No,4,Singapore,19,4.63
38321,6,8,No,6,Singapore,25,6.13
38322,6,8,No,3,Singapore,15,3.75
38323,6,8,No,63,Singapore,64,15.88
38324,6,8,No,19,Singapore,144,36.00
38325,6,8,No,33,Singapore,34,8.38
38326,6,14,No,111,Singapore,60,14.88
38327,6,9,No,365,Singapore,253,63.21
38328,6,9,No,369,Singapore,202,50.58
38329,6,9,No,383,Singapore,253,63.21
38330,6,9,No,366,Singapore,253,63.21
38331,2,2,No,6,Australia,69,41.58
38332,2,2,No,12,Japan,20,11.88
38333,2,2,No,15,Australia,0,23.76
38334,2,2,No,4,Malaysia,30,17.82
38335,2,2,No,4,Italy,10,5.94
38336,2,2,No,18,Iceland,40,23.76
38337,2,2,No,25,Malaysia,30,17.82
38338,2,2,No,8,Netherlands,69,41.58
38339,2,2,No,77,Japan,59,35.64
38340,2,2,No,4,Philippines,20,11.88
38341,2,2,No,9,Germany,69,41.58
38342,2,2,No,30,Malaysia,30,17.82
38343,2,2,No,4,Netherlands,40,23.76
38344,2,2,No,31,Italy,208,124.74
38345,2,2,No,65,Australia,89,53.46
38346,2,2,No,47,Australia,79,47.52
38347,2,2,No,22,Japan,10,5.94
38348,2,2,No,31,Australia,0,59.40
38349,2,2,No,43,Australia,59,35.64
38350,2,2,No,53,Australia,40,23.76
38351,2,2,No,82,Australia,79,47.52
38352,2,2,No,17,Australia,0,47.52
38353,2,2,No,49,Australia,59,35.64
38354,2,2,No,3,Germany,0,11.88
38355,2,2,No,12,Australia,40,23.76
38356,5,6,No,28,China,44,0.00
38357,5,6,No,263,Netherlands,59,0.00
38358,5,6,No,4,Malaysia,24,0.00
38359,5,6,No,59,Hong Kong,20,0.00
38360,5,6,No,54,Australia,44,0.00
38361,5,6,No,55,Australia,44,0.00
38362,5,6,No,9,China,112,0.00
38363,5,6,No,15,Korea,66,0.00
38364,5,6,No,12,Malaysia,20,0.00
38365,5,6,No,18,Thailand,22,0.00
38366,5,6,No,126,Iceland,85,0.00
38367,5,6,No,17,Thailand,21,0.00
38368,5,6,No,75,Hong Kong,20,0.00
38369,5,6,No,3,Thailand,35,0.00
38370,5,6,No,53,Philippines,20,0.00
38371,5,6,No,138,Korea,46,0.00
38372,5,6,No,277,Thailand,24,0.00
38373,5,6,No,67,Thailand,20,0.00
38374,5,6,No,12,Indonesia,20,0.00
38375,5,6,No,53,China,38,0.00
38376,5,6,No,26,Thailand,27,0.00
38377,5,6,No,9,Malaysia,20,0.00
38378,5,6,No,109,Sri Lanka,60,0.00
38379,5,6,No,188,Taiwan,51,0.00
38380,5,6,No,7,Thailand,24,0.00
38381,5,6,No,30,Germany,112,0.00
38382,5,6,No,104,Hong Kong,20,0.00
38383,5,6,No,39,India,31,0.00
38384,5,6,No,11,Malaysia,29,0.00
38385,5,10,No,12,Malaysia,10,0.00
38386,5,10,No,7,India,20,0.00
38387,5,10,No,1,Singapore,10,0.00
38388,5,10,No,33,Hong Kong,10,0.00
38389,5,10,No,13,Indonesia,10,0.00
38390,5,10,No,30,China,0,0.00
38391,5,10,No,8,Vietnam,25,0.00
38392,5,10,No,40,China,10,0.00
38393,5,10,No,1,Brunei Darussalam,36,0.00
38394,5,10,No,40,Malaysia,10,0.00
38395,5,10,No,46,Singapore,42,0.00
38396,5,10,No,7,China,0,0.00
38397,5,10,No,6,Korea,18,0.00
38398,5,10,No,68,Singapore,67,0.00
38399,5,10,No,22,Japan,75,0.00
38400,5,10,No,4,Hong Kong,44,0.00
38401,5,10,No,6,Indonesia,19,0.00
38402,5,10,No,53,China,12,0.00
38403,5,10,No,162,Nepal,25,0.00
38404,5,10,No,2,China,22,0.00
38405,5,10,No,2,China,36,0.00
38406,5,10,No,26,Singapore,37,0.00
38407,5,10,No,33,France,10,0.00
38408,5,10,No,15,South Africa,10,0.00
38409,5,10,No,143,Australia,46,0.00
38410,5,10,No,6,Romania,24,0.00
38411,5,10,No,10,Vietnam,25,0.00
38412,5,10,No,4,China,35,0.00
38413,5,10,No,40,Croatia,80,0.00
38414,5,10,No,32,Hong Kong,13,0.00
38415,5,10,No,88,United States,61,0.00
38416,5,10,No,14,United States,76,0.00
38417,5,10,No,32,Hong Kong,13,0.00
38418,5,10,No,12,United States,10,0.00
38419,5,10,No,26,Hong Kong,27,0.00
38420,5,10,No,6,Italy,60,0.00
38421,5,10,No,37,Singapore,10,0.00
38422,5,11,No,7,China,50,0.00
38423,5,11,No,155,Cambodia,22,0.00
38424,5,11,No,12,Korea,26,0.00
38425,5,11,No,59,Germany,68,0.00
38426,5,11,No,13,Thailand,20,0.00
38427,5,11,No,2,Singapore,29,0.00
38428,5,11,No,17,Indonesia,31,0.00
38429,5,11,No,23,Korea,46,0.00
38430,5,11,No,21,Indonesia,20,0.00
38431,5,11,No,29,China,23,0.00
38432,5,11,No,11,United States,74,0.00
38433,5,11,No,65,Myanmar,20,0.00
38434,7,3,No,8,India,93,37.20
38435,7,3,No,69,India,50,20.00
38436,7,3,No,9,India,31,12.40
38437,4,3,No,35,Indonesia,33,12.54
38438,4,3,No,18,Netherlands,75,28.50
38439,8,3,No,17,Brunei Darussalam,23,9.20
38440,14,16,No,12,United Kingdom,70,45.50
38441,14,16,No,3,Thailand,25,16.25
38442,14,21,No,364,United States,256,166.40
38443,14,22,No,27,Sri Lanka,36,23.40
38444,14,16,No,10,Japan,33,21.45
38445,9,12,No,79,Singapore,2,0.50
38446,9,12,No,50,Singapore,21,5.91
38447,9,12,No,3,Singapore,2,0.50
38448,3,4,No,1,Thailand,18,6.30
38449,3,4,No,38,Hong Kong,35,12.25
38450,3,4,No,55,Hong Kong,35,12.25
38451,3,4,No,5,China,22,7.70
38452,3,4,No,10,Korea,26,9.10
38453,3,4,No,52,China,63,22.05
38454,3,4,No,6,Vietnam,18,6.30
38455,3,4,No,31,Thailand,22,7.70
38456,3,4,No,6,Indonesia,18,6.30
38457,3,4,No,24,Thailand,30,10.50
38458,3,4,No,73,China,26,9.10
38459,3,4,No,87,China,40,14.00
38460,3,4,No,39,China,26,9.10
38461,3,4,No,21,Korea,26,9.10
38462,3,4,No,25,China,56,19.60
38463,3,3,No,4,Malaysia,33,11.55
38464,3,3,No,257,United States,96,33.60
38465,3,3,No,16,China,45,15.75
38466,4,5,No,40,Ireland,111,42.18
38467,1,1,No,60,Malaysia,29,9.57
38468,5,6,No,101,Spain,68,0.00
38469,11,1,Yes,77,Thailand,29,9.57
38470,6,7,No,50,Singapore,23,5.75
38471,6,7,No,13,Singapore,23,5.75
38472,6,7,No,155,Singapore,269,67.25
38473,6,7,No,41,Singapore,17,4.25
38474,6,7,No,20,Singapore,54,13.38
38475,6,7,No,4,Singapore,14,3.38
38476,6,7,No,52,Singapore,62,15.50
38477,6,7,No,3,Singapore,15,3.75
38478,6,7,No,3,Singapore,15,3.75
38479,6,7,No,2,Singapore,15,3.75
38480,6,7,No,10,Singapore,23,5.75
38481,6,7,No,10,Singapore,23,5.75
38482,6,7,No,10,Singapore,23,5.75
38483,6,7,No,9,Singapore,14,3.38
38484,6,7,No,5,Singapore,14,3.38
38485,6,8,No,45,Singapore,42,10.38
38486,6,8,No,40,Singapore,85,21.13
38487,6,8,No,2,Singapore,29,7.13
38488,6,8,No,12,Singapore,19,4.63
38489,6,8,No,63,Singapore,137,34.25
38490,6,8,No,9,Singapore,24,6.01
38491,6,8,No,14,Singapore,55,13.63
38492,6,8,No,154,Singapore,25,6.25
38493,6,8,No,14,Singapore,64,15.88
38494,6,8,No,41,Singapore,15,3.75
38495,6,8,No,199,Singapore,34,8.38
38496,6,8,No,8,Singapore,19,4.63
38497,6,8,No,60,Singapore,67,16.75
38498,6,8,No,23,Singapore,79,19.63
38499,6,14,No,4,Singapore,27,6.75
38500,6,9,No,364,Singapore,253,63.21
38501,6,9,No,428,Singapore,188,46.96
38502,6,9,No,364,Singapore,188,46.96
38503,2,2,No,4,Malaysia,20,11.88
38504,2,2,No,12,Malaysia,40,23.76
38505,2,2,No,11,United Kingdom,50,29.70
38506,2,2,No,16,Thailand,69,41.58
38507,2,2,No,24,Australia,79,47.52
38508,2,2,No,42,Australia,59,35.64
38509,2,2,No,120,Malaysia,10,5.94
38510,2,2,No,12,Australia,0,35.64
38511,2,2,No,2,Malaysia,10,5.94
38512,2,2,No,16,Australia,69,41.58
38513,2,2,No,39,Malaysia,40,23.76
38514,2,2,No,8,Indonesia,30,17.82
38515,2,2,No,8,United Kingdom,10,5.94
38516,2,2,No,56,New Zealand,99,59.40
38517,2,2,No,16,Malaysia,50,29.70
38518,2,2,No,11,Australia,79,47.52
38519,2,2,No,15,Australia,69,41.58
38520,5,6,No,12,Thailand,20,0.00
38521,5,6,No,38,Hong Kong,20,0.00
38522,5,6,No,38,Hong Kong,20,0.00
38523,5,6,No,16,Thailand,69,0.00
38524,5,6,Yes,20,China,66,0.00
38525,5,6,No,16,Cambodia,21,0.00
38526,5,6,No,58,Singapore,24,0.00
38527,5,6,Yes,86,China,44,0.00
38528,5,6,No,7,Thailand,81,0.00
38529,5,6,No,7,Thailand,28,0.00
38530,5,6,No,114,Hong Kong,28,0.00
38531,5,6,No,37,China,40,0.00
38532,5,6,No,8,Philippines,20,0.00
38533,5,6,No,30,Myanmar,20,0.00
38534,5,6,No,158,Germany,0,0.00
38535,5,6,No,8,Thailand,54,0.00
38536,5,6,No,151,Taiwan,53,0.00
38537,5,6,No,16,Myanmar,20,0.00
38538,5,6,No,11,China,101,0.00
38539,5,6,No,33,Korea,45,0.00
38540,5,6,No,16,Thailand,25,0.00
38541,5,6,No,103,Hong Kong,25,0.00
38542,5,6,No,38,Hong Kong,20,0.00
38543,5,6,No,146,Thailand,28,0.00
38544,5,6,No,19,Thailand,20,0.00
38545,5,6,No,94,Hong Kong,20,0.00
38546,5,6,No,13,Singapore,20,0.00
38547,5,6,No,86,China,20,0.00
38548,5,6,No,6,Singapore,20,0.00
38549,5,6,No,13,Myanmar,20,0.00
38550,5,6,No,37,Hong Kong,20,0.00
38551,5,6,No,64,Malaysia,20,0.00
38552,5,6,No,17,Korea,111,0.00
38553,5,6,No,43,Indonesia,24,0.00
38554,5,10,No,6,Vietnam,10,0.00
38555,5,10,No,14,China,51,0.00
38556,5,10,No,21,China,37,0.00
38557,5,10,No,12,Philippines,12,0.00
38558,5,10,No,13,Indonesia,15,0.00
38559,5,10,No,11,Japan,62,0.00
38560,5,10,No,21,Malaysia,10,0.00
38561,5,10,No,5,Australia,12,0.00
38562,5,10,No,42,Malaysia,10,0.00
38563,5,10,No,89,China,24,0.00
38564,5,10,No,1,Vietnam,28,0.00
38565,5,10,No,77,United States,49,0.00
38566,5,10,No,107,United States,80,0.00
38567,5,10,No,37,Malaysia,10,0.00
38568,5,10,No,107,Thailand,36,0.00
38569,5,10,No,43,China,17,0.00
38570,5,10,No,18,Thailand,10,0.00
38571,5,10,No,18,Thailand,10,0.00
38572,5,10,No,15,Maldives,30,0.00
38573,5,10,No,42,France,55,0.00
38574,5,10,No,1,Hong Kong,10,0.00
38575,5,10,No,66,Thailand,10,0.00
38576,5,10,No,8,Singapore,10,0.00
38577,5,10,No,10,Hong Kong,19,0.00
38578,5,10,No,26,Japan,59,0.00
38579,5,10,No,15,Australia,43,0.00
38580,5,10,No,13,Philippines,10,0.00
38581,5,10,No,6,Australia,71,0.00
38582,5,10,No,14,Singapore,10,0.00
38583,5,10,No,4,Bangladesh,11,0.00
38584,5,10,No,2,Brunei Darussalam,11,0.00
38585,5,10,No,24,Thailand,17,0.00
38586,5,10,No,36,Switzerland,58,0.00
38587,5,10,No,5,Australia,16,0.00
38588,5,10,No,13,Hong Kong,30,0.00
38589,5,10,No,2,Russian Federation,31,0.00
38590,5,10,No,37,Canada,15,0.00
38591,5,11,No,17,Singapore,20,0.00
38592,5,11,No,2,Russian Federation,0,0.00
38593,5,11,No,21,Spain,20,0.00
38594,5,11,No,9,China,20,0.00
38595,5,11,No,52,United States,59,0.00
38596,7,3,No,7,India,39,15.60
38597,4,3,No,45,Germany,75,28.50
38598,8,3,No,13,Brunei Darussalam,15,6.00
38599,8,3,No,6,Brunei Darussalam,15,6.00
38600,8,3,No,7,Brunei Darussalam,15,6.00
38601,14,21,No,365,United States,320,208.00
38602,14,22,No,114,Japan,84,54.60
38603,14,22,No,15,Australia,44,28.60
38604,14,20,No,3,Thailand,26,16.90
38605,9,12,No,58,Singapore,4,1.12
38606,9,12,No,2,Singapore,4,1.01
38607,9,12,No,67,Singapore,12,3.46
38608,3,4,No,6,Australia,0,9.10
38609,3,4,No,59,Philippines,33,11.55
38610,3,4,No,9,Thailand,22,7.70
38611,3,4,No,5,Vietnam,18,6.30
38612,3,4,No,46,Hong Kong,26,9.10
38613,3,4,No,40,Korea,35,12.25
38614,3,4,No,57,China,50,17.50
38615,3,4,No,3,Malaysia,18,6.30
38616,3,4,No,13,Vietnam,22,7.70
38617,3,4,No,17,Thailand,18,6.30
38618,3,4,No,24,Thailand,30,10.50
38619,3,4,No,19,Sri Lanka,44,15.40
38620,3,4,No,27,Malaysia,18,6.30
38621,3,4,No,96,Hong Kong,35,12.25
38622,3,4,No,55,Hong Kong,26,9.10
38623,3,4,No,12,Hong Kong,26,9.10
38624,3,4,No,3,Malaysia,18,6.30
38625,3,4,No,24,Malaysia,22,7.70
38626,3,4,No,11,China,26,9.10
38627,3,3,No,14,Japan,69,24.15
38628,3,3,No,32,Italy,87,30.45
38629,3,3,No,23,Thailand,33,11.55
38630,11,1,No,62,Thailand,29,9.57
38631,12,1,No,135,Malaysia,29,9.57
38632,6,7,No,11,Singapore,24,5.88
38633,6,7,No,4,Singapore,18,4.50
38634,6,7,No,10,Singapore,30,7.38
38635,6,7,No,11,Singapore,17,4.25
38636,6,7,No,22,Singapore,35,8.63
38637,6,7,No,3,Singapore,14,3.38
38638,6,7,No,100,Singapore,54,13.38
38639,6,7,No,4,Singapore,14,3.38
38640,6,7,No,18,Singapore,54,13.38
38641,6,7,No,41,Singapore,54,13.38
38642,6,7,No,16,Singapore,17,4.25
38643,6,7,No,37,Singapore,0,7.38
38644,6,7,No,20,Singapore,35,8.63
38645,6,7,No,231,Singapore,47,11.75
38646,6,7,No,8,Singapore,36,8.88
38647,6,7,No,20,Singapore,41,10.13
38648,6,7,No,6,Singapore,18,4.50
38649,6,7,No,7,Singapore,29,7.13
38650,6,7,No,4,Singapore,14,3.38
38651,6,7,No,8,Singapore,24,5.88
38652,6,7,No,20,Singapore,14,3.38
38653,6,8,No,9,Singapore,19,4.63
38654,6,8,No,11,Singapore,34,8.38
38655,6,8,No,8,Singapore,19,4.63
38656,6,8,No,11,Singapore,19,4.63
38657,6,8,No,39,Singapore,25,6.13
38658,6,8,No,41,Singapore,55,13.63
38659,6,8,No,155,Singapore,319,79.75
38660,6,8,No,11,Singapore,55,13.63
38661,6,8,No,155,Singapore,25,6.13
38662,6,8,No,14,Singapore,55,13.63
38663,6,8,No,15,Singapore,42,10.38
38664,6,8,No,107,Singapore,55,13.63
38665,6,8,No,22,Singapore,64,15.88
38666,6,8,No,16,Singapore,42,10.50
38667,6,8,No,49,Singapore,15,3.75
38668,6,14,No,11,Singapore,36,8.88
38669,6,9,No,377,Singapore,253,63.21
38670,6,9,No,384,Singapore,253,63.21
38671,6,9,No,370,Singapore,253,63.21
38672,6,9,Yes,364,Singapore,253,63.21
38673,6,9,No,370,Singapore,253,63.21
38674,2,2,No,10,Australia,10,5.94
38675,2,2,No,29,Thailand,30,17.82
38676,2,2,No,203,Malaysia,20,11.88
38677,2,2,No,16,Australia,50,29.70
38678,2,2,No,22,Switzerland,89,53.46
38679,2,2,No,121,Australia,69,41.58
38680,2,2,No,71,Portugal,50,29.70
38681,2,2,No,57,Australia,79,47.52
38682,2,2,No,136,Australia,50,29.70
38683,2,2,No,13,Malaysia,30,17.82
38684,2,2,No,64,Malaysia,40,23.76
38685,2,2,No,11,Germany,20,11.88
38686,2,2,No,11,Germany,20,11.88
38687,2,2,No,99,Italy,139,83.16
38688,2,2,No,149,New Zealand,89,53.46
38689,2,2,No,9,Thailand,30,17.82
38690,2,2,No,10,Australia,0,35.64
38691,2,2,No,37,Australia,40,23.76
38692,2,2,No,42,Australia,50,29.70
38693,2,2,No,14,Australia,50,29.70
38694,5,6,No,24,Hong Kong,62,0.00
38695,5,6,No,16,Hong Kong,30,0.00
38696,5,6,No,113,Austria,59,0.00
38697,5,6,No,26,United States,106,0.00
38698,5,6,No,131,Australia,99,0.00
38699,5,6,No,7,Cambodia,23,0.00
38700,5,6,No,21,France,92,0.00
38701,5,6,No,24,Malaysia,20,0.00
38702,5,6,No,41,Hong Kong,20,0.00
38703,5,6,No,20,China,62,0.00
38704,5,6,No,43,Netherlands,112,0.00
38705,5,6,No,25,Philippines,20,0.00
38706,5,6,No,106,Peru,112,0.00
38707,5,6,No,3,Malaysia,20,0.00
38708,5,6,No,12,Tanzania,81,0.00
38709,5,10,No,40,Hong Kong,0,0.00
38710,5,10,No,6,Thailand,10,0.00
38711,5,10,No,28,Thailand,29,0.00
38712,5,10,No,12,China,37,0.00
38713,5,10,No,12,China,37,0.00
38714,5,10,No,32,United States,13,0.00
38715,5,10,No,63,Indonesia,17,0.00
38716,5,10,No,6,Singapore,10,0.00
38717,5,10,No,1,Mexico,12,0.00
38718,5,10,No,1,Malaysia,10,0.00
38719,5,10,No,135,Indonesia,14,0.00
38720,5,10,No,315,Germany,80,0.00
38721,5,10,No,78,Japan,18,0.00
38722,5,10,No,12,Malaysia,12,0.00
38723,5,10,No,3,Malaysia,11,0.00
38724,5,10,No,181,Australia,80,0.00
38725,5,10,No,5,Japan,51,0.00
38726,5,10,No,18,United States,61,0.00
38727,5,10,No,85,Taiwan,27,0.00
38728,5,10,No,78,Sri Lanka,27,0.00
38729,5,10,No,17,Japan,70,0.00
38730,5,10,No,71,China,25,0.00
38731,5,10,No,39,Indonesia,20,0.00
38732,5,10,No,30,Japan,38,0.00
38733,5,10,No,71,United States,25,0.00
38734,5,10,No,42,Indonesia,20,0.00
38735,5,10,No,36,United Kingdom,80,0.00
38736,5,10,No,19,Australia,52,0.00
38737,5,10,No,29,Brunei Darussalam,20,0.00
38738,5,10,No,37,United States,12,0.00
38739,5,10,No,85,Philippines,13,0.00
38740,5,10,No,22,Malaysia,14,0.00
38741,5,10,No,29,Philippines,12,0.00
38742,5,10,No,93,Vietnam,14,0.00
38743,5,10,No,8,Thailand,19,0.00
38744,5,10,No,23,Myanmar,10,0.00
38745,5,10,No,152,United States,77,0.00
38746,5,10,No,19,Thailand,13,0.00
38747,5,11,No,1,Singapore,20,0.00
38748,5,11,No,76,India,35,0.00
38749,5,11,No,24,Singapore,20,0.00
38750,5,11,No,19,United States,88,0.00
38751,5,11,No,17,United States,20,0.00
38752,7,3,No,6,India,31,12.40
38753,7,3,No,50,India,78,31.20
38754,8,3,No,31,Brunei Darussalam,23,9.20
38755,14,16,No,8,Qatar,59,38.35
38756,9,12,No,0,Singapore,3,0.80
38757,9,12,No,43,Singapore,2,0.68
38758,9,12,No,106,Singapore,2,0.69
38759,3,4,No,18,China,26,9.10
38760,3,4,No,23,China,56,19.60
38761,3,4,No,23,Vietnam,22,7.70
38762,3,4,No,19,Japan,44,15.40
38763,3,4,No,6,Vietnam,18,6.30
38764,3,4,No,71,Myanmar,18,6.30
38765,3,4,No,15,Thailand,30,10.50
38766,3,4,No,8,Indonesia,18,6.30
38767,3,4,No,13,China,40,14.00
38768,3,4,No,10,Indonesia,18,6.30
38769,3,4,No,13,Hong Kong,0,9.10
38770,3,4,No,211,Hong Kong,40,14.00
38771,9,12,No,10,Singapore,18,4.94
38772,1,1,No,106,Malaysia,29,9.57
38773,10,13,No,29,Malaysia,17,5.93
38774,6,7,No,27,Singapore,31,7.64
38775,6,7,No,9,Singapore,24,5.88
38776,6,7,No,23,Singapore,47,11.75
38777,6,7,No,7,Singapore,24,5.88
38778,6,7,No,27,Singapore,17,4.25
38779,6,7,No,105,Singapore,30,7.38
38780,6,7,No,16,Singapore,47,11.75
38781,6,7,No,12,Singapore,24,5.88
38782,6,7,No,12,Singapore,30,7.38
38783,6,7,No,9,Singapore,17,4.25
38784,6,7,No,37,Singapore,47,11.75
38785,6,7,Yes,18,Singapore,35,8.63
38786,6,7,No,16,Singapore,54,13.38
38787,6,7,No,3,Singapore,12,2.88
38788,6,7,No,21,Singapore,12,2.88
38789,6,7,No,154,Singapore,185,46.25
38790,6,7,No,13,Singapore,18,4.50
38791,6,8,No,10,Singapore,25,6.13
38792,6,8,No,41,Singapore,79,19.63
38793,6,8,No,5,Singapore,19,4.63
38794,6,8,No,9,Singapore,34,8.38
38795,6,8,No,31,Singapore,34,8.38
38796,6,8,Yes,62,Singapore,64,15.88
38797,6,8,No,62,Singapore,64,15.88
38798,6,8,No,62,Singapore,64,15.88
38799,6,8,No,9,Singapore,34,8.38
38800,6,8,No,27,Singapore,25,6.13
38801,6,8,No,11,Singapore,19,4.63
38802,6,8,No,48,Singapore,64,15.88
38803,6,8,No,38,Singapore,34,8.38
38804,6,8,No,6,Singapore,19,4.63
38805,6,8,No,10,Singapore,25,6.25
38806,6,8,Yes,48,Singapore,64,15.88
38807,6,8,No,8,Singapore,19,4.63
38808,6,14,No,34,Singapore,49,12.25
38809,6,14,No,10,Singapore,27,6.75
38810,6,14,No,70,Singapore,91,22.75
38811,6,9,No,364,Singapore,253,63.21
38812,6,9,No,368,Singapore,253,63.21
38813,6,15,Yes,366,Singapore,389,97.34
